"initial_alias","converted_alias","name","description","namespace"
"1555229_A_AT","ENSG00000182326","C1S","complement C1s [Source:HGNC Symbol;Acc:HGNC:1247]","AFFY_HG_U133_PLUS_2"
"208747_S_AT","ENSG00000182326","C1S","complement C1s [Source:HGNC Symbol;Acc:HGNC:1247]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212551_AT","ENSG00000112186","CAP2","cyclase associated actin cytoskeleton regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:20039]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212554_AT","ENSG00000112186","CAP2","cyclase associated actin cytoskeleton regulatory protein 2 [Source:HGNC Symbol;Acc:HGNC:20039]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"216598_S_AT","ENSG00000108691","CCL2","C-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"206866_AT","ENSG00000179242","CDH4","cadherin 4 [Source:HGNC Symbol;Acc:HGNC:1763]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"220227_AT","ENSG00000179242","CDH4","cadherin 4 [Source:HGNC Symbol;Acc:HGNC:1763]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"206908_S_AT","ENSG00000013297","CLDN11","claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"228335_AT","ENSG00000013297","CLDN11","claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1561105_AT","ENSG00000285051","SLC7A14-AS1","SLC7A14 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54092]","AFFY_HG_U133_PLUS_2"
"212358_AT","ENSG00000105270","CLIP3","CAP-Gly domain containing linker protein 3 [Source:HGNC Symbol;Acc:HGNC:24314]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"235243_AT","ENSG00000105270","CLIP3","CAP-Gly domain containing linker protein 3 [Source:HGNC Symbol;Acc:HGNC:24314]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"224733_AT","ENSG00000140931","CMTM3","CKLF like MARVEL transmembrane domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19174]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1555705_A_AT","ENSG00000140931","CMTM3","CKLF like MARVEL transmembrane domain containing 3 [Source:HGNC Symbol;Acc:HGNC:19174]","AFFY_HG_U133_PLUS_2"
"231766_S_AT","ENSG00000111799","COL12A1","collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"234951_S_AT","ENSG00000111799","COL12A1","collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"231879_AT","ENSG00000111799","COL12A1","collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"225664_AT","ENSG00000111799","COL12A1","collagen type XII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2188]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"211981_AT","ENSG00000187498","COL4A1","collagen type IV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2202]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"211980_AT","ENSG00000187498","COL4A1","collagen type IV alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2202]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212488_AT","ENSG00000130635","COL5A1","collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212489_AT","ENSG00000130635","COL5A1","collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203325_S_AT","ENSG00000130635","COL5A1","collagen type V alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2209]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"217889_S_AT","ENSG00000071967","CYBRD1","cytochrome b reductase 1 [Source:HGNC Symbol;Acc:HGNC:20797]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"222453_AT","ENSG00000071967","CYBRD1","cytochrome b reductase 1 [Source:HGNC Symbol;Acc:HGNC:20797]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"240873_X_AT","ENSG00000153071","DAB2","DAB adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:2662]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1559370_AT","ENSG00000153071","DAB2","DAB adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:2662]","AFFY_HG_U133_PLUS_2"
"210757_X_AT","ENSG00000153071","DAB2","DAB adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:2662]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201280_S_AT","ENSG00000153071","DAB2","DAB adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:2662]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201279_S_AT","ENSG00000153071","DAB2","DAB adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:2662]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201278_AT","ENSG00000153071","DAB2","DAB adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:2662]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"232898_AT","ENSG00000153071","DAB2","DAB adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:2662]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"203695_S_AT","ENSG00000105928","GSDME","gasdermin E [Source:HGNC Symbol;Acc:HGNC:2810]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"211215_X_AT","ENSG00000211448","DIO2","iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210819_X_AT","ENSG00000211448","DIO2","iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203699_S_AT","ENSG00000211448","DIO2","iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203700_S_AT","ENSG00000211448","DIO2","iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"230508_AT","ENSG00000050165","DKK3","dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"214247_S_AT","ENSG00000050165","DKK3","dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202196_S_AT","ENSG00000050165","DKK3","dickkopf WNT signaling pathway inhibitor 3 [Source:HGNC Symbol;Acc:HGNC:2893]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219279_AT","ENSG00000135905","DOCK10","dedicator of cytokinesis 10 [Source:HGNC Symbol;Acc:HGNC:23479]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215151_AT","ENSG00000135905","DOCK10","dedicator of cytokinesis 10 [Source:HGNC Symbol;Acc:HGNC:23479]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201431_S_AT","ENSG00000113657","DPYSL3","dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201430_S_AT","ENSG00000113657","DPYSL3","dihydropyrimidinase like 3 [Source:HGNC Symbol;Acc:HGNC:3015]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"225275_AT","ENSG00000164176","EDIL3","EGF like repeats and discoidin domains 3 [Source:HGNC Symbol;Acc:HGNC:3173]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"207379_AT","ENSG00000164176","EDIL3","EGF like repeats and discoidin domains 3 [Source:HGNC Symbol;Acc:HGNC:3173]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1558643_S_AT","ENSG00000164176","EDIL3","EGF like repeats and discoidin domains 3 [Source:HGNC Symbol;Acc:HGNC:3173]","AFFY_HG_U133_PLUS_2"
"220029_AT","ENSG00000197977","ELOVL2","ELOVL fatty acid elongase 2 [Source:HGNC Symbol;Acc:HGNC:14416]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213712_AT","ENSG00000197977","ELOVL2","ELOVL fatty acid elongase 2 [Source:HGNC Symbol;Acc:HGNC:14416]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204797_S_AT","ENSG00000066629","EML1","EMAP like 1 [Source:HGNC Symbol;Acc:HGNC:3330]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204796_AT","ENSG00000066629","EML1","EMAP like 1 [Source:HGNC Symbol;Acc:HGNC:3330]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"203729_AT","ENSG00000142227","EMP3","epithelial membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:3335]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"229292_AT","ENSG00000115109","EPB41L5","erythrocyte membrane protein band 4.1 like 5 [Source:HGNC Symbol;Acc:HGNC:19819]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"225855_AT","ENSG00000115109","EPB41L5","erythrocyte membrane protein band 4.1 like 5 [Source:HGNC Symbol;Acc:HGNC:19819]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"220977_X_AT","ENSG00000115109","EPB41L5","erythrocyte membrane protein band 4.1 like 5 [Source:HGNC Symbol;Acc:HGNC:19819]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"223253_AT","ENSG00000086289","EPDR1","ependymin related 1 [Source:HGNC Symbol;Acc:HGNC:17572]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"204774_AT","ENSG00000126860","EVI2A","ecotropic viral integration site 2A [Source:HGNC Symbol;Acc:HGNC:3499]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1569642_AT","ENSG00000181104","F2R","coagulation factor II thrombin receptor [Source:HGNC Symbol;Acc:HGNC:3537]","AFFY_HG_U133_PLUS_2"
"203989_X_AT","ENSG00000181104","F2R","coagulation factor II thrombin receptor [Source:HGNC Symbol;Acc:HGNC:3537]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"226876_AT","ENSG00000183688","RFLNB","refilin B [Source:HGNC Symbol;Acc:HGNC:28705]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"226905_AT","ENSG00000183688","RFLNB","refilin B [Source:HGNC Symbol;Acc:HGNC:28705]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"219427_AT","ENSG00000196159","FAT4","FAT atypical cadherin 4 [Source:HGNC Symbol;Acc:HGNC:23109]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204421_S_AT","ENSG00000138685","FGF2","fibroblast growth factor 2 [Source:HGNC Symbol;Acc:HGNC:3676]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204422_S_AT","ENSG00000138685","FGF2","fibroblast growth factor 2 [Source:HGNC Symbol;Acc:HGNC:3676]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"208378_X_AT","ENSG00000138675","FGF5","fibroblast growth factor 5 [Source:HGNC Symbol;Acc:HGNC:3683]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210311_AT","ENSG00000138675","FGF5","fibroblast growth factor 5 [Source:HGNC Symbol;Acc:HGNC:3683]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210310_S_AT","ENSG00000138675","FGF5","fibroblast growth factor 5 [Source:HGNC Symbol;Acc:HGNC:3683]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215404_X_AT","ENSG00000077782","FGFR1","fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"207822_AT","ENSG00000077782","FGFR1","fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"226705_AT","ENSG00000077782","FGFR1","fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"211535_S_AT","ENSG00000077782","FGFR1","fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"207937_X_AT","ENSG00000077782","FGFR1","fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:HGNC:3688]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210299_S_AT","ENSG00000022267","FHL1","four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"214505_S_AT","ENSG00000022267","FHL1","four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201539_S_AT","ENSG00000022267","FHL1","four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201540_AT","ENSG00000022267","FHL1","four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210298_X_AT","ENSG00000022267","FHL1","four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204359_AT","ENSG00000185070","FLRT2","fibronectin leucine rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3761]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204358_S_AT","ENSG00000185070","FLRT2","fibronectin leucine rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3761]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"240259_AT","ENSG00000185070","FLRT2","fibronectin leucine rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3761]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"205100_AT","ENSG00000131459","GFPT2","glutamine-fructose-6-phosphate transaminase 2 [Source:HGNC Symbol;Acc:HGNC:4242]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"226136_AT","ENSG00000139278","GLIPR1","GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"226142_AT","ENSG00000139278","GLIPR1","GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"214085_X_AT","ENSG00000139278","GLIPR1","GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204221_X_AT","ENSG00000139278","GLIPR1","GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"204222_S_AT","ENSG00000139278","GLIPR1","GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"223488_S_AT","ENSG00000114450","GNB4","G protein subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:20731]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"223487_X_AT","ENSG00000114450","GNB4","G protein subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:20731]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"225710_AT","ENSG00000114450","GNB4","G protein subunit beta 4 [Source:HGNC Symbol;Acc:HGNC:20731]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"223730_AT","ENSG00000183098","GPC6","glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"227059_AT","ENSG00000183098","GPC6","glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"206673_AT","ENSG00000166073","GPR176","G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:HGNC:32370]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"227846_AT","ENSG00000166073","GPR176","G protein-coupled receptor 176 [Source:HGNC Symbol;Acc:HGNC:32370]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1566081_AT","None","None","None",""
"213069_AT","ENSG00000173706","HEG1","heart development protein with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212822_AT","ENSG00000173706","HEG1","heart development protein with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"219985_AT","ENSG00000153976","HS3ST3A1","heparan sulfate-glucosamine 3-sulfotransferase 3A1 [Source:HGNC Symbol;Acc:HGNC:5196]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201185_AT","ENSG00000166033","HTRA1","HtrA serine peptidase 1 [Source:HGNC Symbol;Acc:HGNC:9476]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201162_AT","ENSG00000163453","IGFBP7","insulin like growth factor binding protein 7 [Source:HGNC Symbol;Acc:HGNC:5476]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201163_S_AT","ENSG00000163453","IGFBP7","insulin like growth factor binding protein 7 [Source:HGNC Symbol;Acc:HGNC:5476]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"206172_AT","ENSG00000123496","IL13RA2","interleukin 13 receptor subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:5975]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"231721_AT","ENSG00000166086","JAM3","junctional adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:15532]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"231720_S_AT","ENSG00000166086","JAM3","junctional adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:15532]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"212813_AT","ENSG00000166086","JAM3","junctional adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:15532]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"225303_AT","ENSG00000183853","KIRREL1","kirre like nephrin family adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:15734]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"232467_AT","ENSG00000183853","KIRREL1","kirre like nephrin family adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:15734]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"220825_S_AT","ENSG00000183853","KIRREL1","kirre like nephrin family adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:15734]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"216081_AT","ENSG00000112769","LAMA4","laminin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210989_AT","ENSG00000112769","LAMA4","laminin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210089_S_AT","ENSG00000112769","LAMA4","laminin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"210990_S_AT","ENSG00000112769","LAMA4","laminin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"202202_S_AT","ENSG00000112769","LAMA4","laminin subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:6484]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"201105_AT","ENSG00000100097","LGALS1","galectin 1 [Source:HGNC Symbol;Acc:HGNC:6561]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"218656_S_AT","ENSG00000183722","LHFPL6","LHFPL tetraspan subfamily member 6 [Source:HGNC Symbol;Acc:HGNC:6586]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"225793_AT","ENSG00000271601","LIX1L","limb and CNS expressed 1 like [Source:HGNC Symbol;Acc:HGNC:28715]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"235036_AT","ENSG00000271601","LIX1L","limb and CNS expressed 1 like [Source:HGNC Symbol;Acc:HGNC:28715]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"204298_S_AT","ENSG00000113083","LOX","lysyl oxidase [Source:HGNC Symbol;Acc:HGNC:6664]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"213640_S_AT","ENSG00000113083","LOX","lysyl oxidase [Source:HGNC Symbol;Acc:HGNC:6664]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"215446_S_AT","ENSG00000113083","LOX","lysyl oxidase [Source:HGNC Symbol;Acc:HGNC:6664]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"214577_AT","ENSG00000131711","MAP1B","microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"212233_AT","ENSG00000131711","MAP1B","microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"226084_AT","ENSG00000131711","MAP1B","microtubule associated protein 1B [Source:HGNC Symbol;Acc:HGNC:6836]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"225185_AT","ENSG00000158186","MRAS","muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"206538_AT","ENSG00000158186","MRAS","muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:HGNC:7227]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"238583_AT","ENSG00000174099","MSRB3","methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"225790_AT","ENSG00000174099","MSRB3","methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"225782_AT","ENSG00000174099","MSRB3","methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]","AFFY_HG_U133B,AFFY_HG_U133_PLUS_2"
"1554127_S_AT","ENSG00000174099","MSRB3","methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]","AFFY_HG_U133_PLUS_2"
"1554126_AT","ENSG00000174099","MSRB3","methionine sulfoxide reductase B3 [Source:HGNC Symbol;Acc:HGNC:27375]","AFFY_HG_U133_PLUS_2"
"204749_AT","ENSG00000186310","NAP1L3","nucleosome assembly protein 1 like 3 [Source:HGNC Symbol;Acc:HGNC:7639]","AFFY_HG_FOCUS,AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
"1562234_A_AT","ENSG00000067798","NAV3","neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]","AFFY_HG_U133_PLUS_2"
"1552658_A_AT","ENSG00000067798","NAV3","neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]","AFFY_HG_U133_PLUS_2"
"204823_AT","ENSG00000067798","NAV3","neuron navigator 3 [Source:HGNC Symbol;Acc:HGNC:15998]","AFFY_HG_U133A,AFFY_HG_U133A_2,AFFY_HG_U133_PLUS_2"
